Country Name, Country Code,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,ghg1990,ghg1991ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014
Suriname,SUR,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,67.59899999999999,70.41,70.987,66.632,69.225,69.597,70.564,74.87899999999999,76.508,75.613,77.994,82.071,84.699,90.634,99.81200000000001,106.307,114.539,122.189,128.244,131.597,138.414,147.881,153.037,158.52,160.181,2.9181,3.2551,3.3505,3.2726,3.2668,3.3242,3.3722,3.3483,3.341,3.3651,2.6784,2.7375,2.2345,2.4273,2.5647,2.8078,2.7065,2.5876,2.7238,2.7893,3.1025,3.2173,3.3989,3.3872,3.4205
Slovak Republic,SVK,0.53,0.53,0.53,0.53,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.0,0.0,71.35300000000001,74.285,80.263,86.48100000000001,93.60700000000001,100.684,106.132,107.007,113.56700000000001,123.714,132.945,141.39700000000002,151.882,166.16099999999997,188.646,211.65099999999998,236.916,230.592,249.623,258.35,266.474,278.976,289.277,66.707,58.6557,54.7916,52.8864,49.7682,50.2997,50.2556,50.3585,49.5786,48.4685,45.7934,46.5022,46.1589,46.7268,45.725,46.885,45.9539,44.9898,44.6867,41.0324,42.6948,41.2808,39.5648,40.3202,38.1129
Slovenia,SVN,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,123.147,115.90700000000001,112.23700000000001,118.445,127.566,135.561,142.72,152.709,160.407,170.672,180.50400000000002,189.553,203.05,211.33599999999998,227.769,239.453,257.632,276.056,296.242,274.76,277.393,288.047,289.009,297.968,308.44599999999997,18.1439,17.1427,16.2491,16.9771,16.975,17.7589,18.5606,19.0746,18.8462,18.2057,17.9167,18.7885,18.9639,18.9882,19.1045,19.2917,19.6977,19.6395,20.799,18.8437,19.027,18.9383,18.5516,18.0226,16.709
Sweden,SWE,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.92,0.93,0.94,0.94,0.95,0.96,0.97,201.205,204.229,205.25599999999997,204.58700000000002,215.957,228.148,236.34,244.968,255.447,271.814,293.207,296.79200000000003,306.36400000000003,315.129,335.673,340.061,374.63599999999997,406.281,419.041,396.95,416.327,438.085,447.744,457.22,465.725,67.6422,68.2428,70.9668,70.9505,72.8346,72.3159,77.8628,71.5481,72.2091,70.9579,66.8418,65.818,67.2957,68.3095,66.6549,63.2746,60.6248,58.835,56.7655,53.3543,58.7267,55.3471,52.2073,50.8744,50.8732
Eswatini,SWZ,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,36.553000000000004,37.415,38.513000000000005,39.701,40.611,42.562,44.118,45.411,46.325,47.69,49.055,50.251999999999995,52.997,55.871,59.253,64.494,70.05199999999999,74.652,76.196,77.42399999999999,80.735,83.708,88.738,95.426,98.368,1.9863,1.9366,1.9166,1.6209,1.9819,1.9909,1.9143,2.7893,2.8109,2.8212,2.7955,2.6575,2.6363,2.6285,2.63,2.6387,2.5806,2.6987,2.7383,2.6896,2.7657,2.7755,2.9576,2.8598,2.9655
Seychelles,SYC,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,92.255,96.71,105.51299999999999,112.34,110.829,110.581,116.42200000000001,131.049,140.878,142.756,146.84,146.525,146.112,141.657,141.849,158.703,175.202,197.645,192.804,191.37400000000002,199.484,225.56599999999997,230.518,244.12900000000002,255.94099999999997,0.209,0.2319,0.2319,0.2437,0.2631,0.2603,0.2967,0.4043,0.4959,0.5734,0.6364,0.6987,0.6008,0.6128,0.7994,0.7523,0.7967,0.7062,0.7573,0.5886,0.5082,0.4067,0.5056,0.4695,0.5621
Chad,TCD,0.6,0.62,0.64,0.66,0.68,0.7,0.73,0.75,0.78,0.81,0.84,0.87,0.9,0.94,0.97,1.01,1.05,1.08,1.12,1.16,1.2,1.24,1.28,1.32,1.37,7.1979999999999995,7.8229999999999995,8.37,6.994,7.615,7.614,7.662000000000001,7.957999999999999,8.311,8.079,7.891,8.67,9.193,10.335999999999999,13.658,15.932,15.950999999999999,16.351,16.616,16.881,18.756,18.529,19.881,20.678,21.791999999999998,15.4943,15.6521,15.8725,16.0469,16.2325,16.5814,17.024,17.4856,17.5043,18.5123,20.2416,20.4338,23.4049,25.7049,26.6178,28.9219,28.0701,28.708,28.4248,26.7879,27.131,28.4486,28.4373,28.5323,27.4662
Togo,TGO,0.38,0.39,0.39,0.4,0.41,0.42,0.43,0.45,0.46,0.48,0.49,0.51,0.52,0.53,0.55,0.56,0.58,0.59,0.61,0.63,0.64,0.66,0.68,0.7,0.71,8.426,8.452,8.126,6.917000000000001,7.942,8.526,9.184,10.357999999999999,9.91,9.984,9.831,9.613999999999999,9.425,9.823,10.043,10.21,10.658,10.897,11.25,11.642999999999999,12.165,12.865,13.603,14.305,15.042,3.5364,3.3764,3.0956,2.9764,3.2817,3.2109,3.7785,3.8262,4.4444,4.5524,4.6724,4.5718,4.6775,5.0502,4.7363,5.5202,4.914,4.9529,5.6044,6.7238,6.5638,6.6015,6.5139,6.8608,6.9944
Thailand,THA,5.66,5.72,5.78,5.83,5.89,5.95,6.01,6.08,6.16,6.23,6.3,6.35,6.41,6.45,6.5,6.54,6.58,6.62,6.65,6.69,6.72,6.75,6.78,6.81,6.84,43.175,47.88399999999999,52.405,57.548,62.898,68.74,73.14,71.501,65.985,69.197,73.128,76.592,81.905,88.758,96.21600000000001,102.70299999999999,110.398,118.85799999999999,122.615,122.08,132.13299999999998,135.375,147.27100000000002,153.186,156.94299999999998,152.0323,163.8889,176.1261,192.8852,208.0081,225.7775,246.6002,252.4783,230.2263,240.9572,242.2554,253.2458,264.5703,277.7027,296.1646,305.2494,308.6343,319.1668,323.6454,320.8951,338.9267,336.3769,356.2295,366.3679,358.4186
Tajikistan,TJK,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.71,0.72,0.74,0.75,0.77,0.79,0.81,0.83,23.759,22.325,15.912,13.397,10.605,9.343,7.808,7.957000000000001,8.349,8.651,9.431000000000001,10.390999999999998,11.502,12.767999999999999,14.209000000000001,15.333,16.585,17.988,19.384,19.866,20.945,22.458000000000002,24.048000000000002,25.678,27.265,17.3192,16.288,13.1327,10.2167,8.0169,7.356,6.8092,6.9859,6.948,6.5352,6.0839,6.0784,6.0732,6.2558,7.0141,7.129,7.6826,8.3857,8.6938,8.3202,8.3826,8.6868,9.3865,10.2444,11.9556
Turkmenistan,TKM,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.49,0.5,0.51,0.52,0.53,0.54,0.55,53.97,51.747,43.728,44.178999999999995,36.37,33.7,35.937,31.886,34.077,39.798,42.438,44.777,45.148,47.023,50.19,57.869,65.399,73.664,84.991,89.553,97.39,112.125,124.699,137.264,151.445,72.4903,64.7634,51.9366,50.577,56.2489,56.3644,53.6941,54.6525,55.9869,62.7821,65.5358,68.5351,71.9554,78.9882,83.0989,86.2266,88.5808,95.451,97.3167,91.0942,98.9085,105.6302,109.7318,112.285,114.9934
Tonga,TON,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.214000000000002,25.491,26.096,27.666999999999998,29.601,31.266,31.744,32.133,33.236,34.863,36.659,38.61,40.342,41.718999999999994,42.424,44.135,44.746,43.658,45.533,46.7,48.893,51.515,53.395,53.138000000000005,55.67,0.2278,0.2467,0.2243,0.239,0.2452,0.2455,0.229,0.2521,0.2425,0.2677,0.2565,0.2512,0.268,0.3087,0.2841,0.2882,0.3035,0.2893,0.2993,0.3399,0.3197,0.2902,0.3103,0.3164,0.3332
Tunisia,TUN,0.82,0.84,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.99,0.99,1.0,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.1,1.11,36.394,38.234,41.247,42.256,43.676,44.853,48.18899999999999,50.983999999999995,53.372,56.801,60.213,63.31100000000001,64.653,68.437,74.08800000000001,78.399,84.22,91.35799999999999,96.059,98.68299999999999,102.273,101.391,106.425,110.329,114.603,19.3967,20.3627,21.1858,22.7361,22.5751,22.9325,24.0996,24.4946,25.5616,26.7091,27.9971,28.766,28.7322,29.037,30.1305,30.6967,31.7792,32.3562,32.7868,33.4059,35.7828,34.1016,35.4877,35.6478,38.1666
Turkey,TUR,5.39,5.48,5.57,5.67,5.76,5.85,5.94,6.04,6.13,6.23,6.32,6.42,6.51,6.61,6.7,6.79,6.88,6.96,7.04,7.13,7.23,7.34,7.47,7.59,7.72,61.411,63.028,67.212,73.138,69.51,74.874,80.178,86.26,90.96,87.572,95.838,92.15100000000001,93.29799999999999,96.039,108.601,118.87899999999999,136.215,148.493,160.53799999999998,154.899,174.25900000000001,196.517,206.169,222.69,239.671,199.8824,204.4727,215.7234,227.1294,225.7385,244.6267,263.4771,273.6093,277.437,276.9811,303.2802,278.3483,288.4454,299.4328,304.9306,316.1324,342.7011,369.5271,368.0703,363.3341,375.0105,395.9018,420.3549,408.4574,431.4751
Tuvalu,TUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.427999999999999,16.319000000000003,16.994,17.95,20.092,19.39,18.519000000000002,20.721999999999998,24.180999999999997,24.11,24.285,24.984,27.061,26.288,26.245,25.699,26.721999999999998,28.894000000000002,31.521,30.033,29.256,31.801,30.86,32.482,33.191,0.017,0.0177,0.0179,0.0178,0.0179,0.018,0.0181,0.0183,0.0184,0.0185,0.0186,0.0187,0.0226,0.0226,0.0227,0.0228,0.0192,0.023,0.023,0.0231,0.0195,0.0196,0.0234,0.0235,0.018
Uganda,UGA,1.74,1.8,1.86,1.92,1.98,2.04,2.1,2.17,2.23,2.3,2.37,2.44,2.52,2.6,2.68,2.77,2.86,2.95,3.04,3.14,3.24,3.35,3.46,3.57,3.69,5.0169999999999995,5.292999999999999,5.415,5.812,6.119,6.756,7.2829999999999995,7.563,7.794,8.297,8.491,8.851,9.472999999999999,9.952,10.574000000000002,11.232000000000001,12.422,13.4,14.389000000000001,15.002,15.529000000000002,16.799,17.222,17.575,18.201,14.2371,14.7734,15.1065,15.5377,15.3486,15.9557,16.089,16.8064,17.8754,17.3016,17.5639,18.1837,18.5694,20.5845,20.1867,22.9262,20.6,23.8495,29.5416,29.1482,31.2868,31.2207,32.5153,33.3286,34.1129
Ukraine,UKR,5.19,5.2,5.22,5.22,5.19,5.15,5.11,5.06,5.01,4.97,4.92,4.87,4.82,4.78,4.75,4.71,4.68,4.65,4.63,4.61,4.59,4.57,4.56,4.55,4.53,67.903,64.161,59.088,51.854,41.018,37.061,34.268,34.123000000000005,34.155,34.907,38.175,43.034,46.468,52.258,60.621,64.85600000000001,72.277,80.333,84.23700000000001,72.67399999999999,76.64399999999999,82.819,84.818,86.48,87.10700000000001,896.8317,847.9462,744.9444,655.2487,560.0326,529.7066,469.2154,446.3514,420.0461,413.5979,402.6963,404.5186,409.3451,439.5704,413.7032,400.2808,408.7583,416.1027,404.6315,354.8086,372.5205,387.875,381.5245,375.9455,347.5459
Uruguay,URY,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,63.867,67.882,74.39399999999999,77.608,84.415,84.32799999999999,90.01700000000001,98.70299999999999,103.663,102.59100000000001,102.49700000000001,100.545,94.22200000000001,96.814,104.465,115.743,123.999,135.401,147.565,154.562,168.083,179.93400000000003,189.31,200.94299999999998,210.692,26.0596,27.548,28.9861,29.4194,29.2819,29.4949,30.8125,30.5642,30.215,31.2033,29.3336,29.0994,29.3195,30.132,31.8204,31.9405,33.9728,32.9628,35.4596,35.3419,32.7712,34.3505,34.6884,34.0057,33.2163
Uzbekistan,UZB,2.05,2.1,2.14,2.19,2.24,2.28,2.32,2.37,2.41,2.43,2.47,2.5,2.53,2.56,2.59,2.62,2.65,2.69,2.73,2.78,2.86,2.93,2.98,3.02,3.08,20.048,20.189,17.912,17.512,16.625999999999998,16.521,16.785,17.627,18.295,19.15,20.049,21.073,21.987,23.073,25.166999999999998,27.433000000000003,30.000999999999998,33.249,36.368,38.933,41.537,44.7,48.56399999999999,52.555,56.433,191.8647,197.9668,188.4699,192.201,189.7971,180.6496,182.1042,187.457,204.6181,207.7552,208.6924,211.196,213.6653,211.8598,210.9883,208.1455,217.0448,219.7121,221.562,215.0599,216.0626,228.1309,233.6175,225.7986,231.0922
"Venezuela, RB",VEN,1.96,2.01,2.06,2.1,2.15,2.19,2.24,2.28,2.33,2.37,2.42,2.46,2.51,2.56,2.6,2.64,2.69,2.72,2.76,2.8,2.84,2.89,2.94,2.98,3.0,94.869,105.137,111.491,111.946,109.271,113.556,113.064,119.919,119.271,111.60600000000001,116.095,120.40799999999999,109.465,101.035,120.62700000000001,134.95600000000002,150.39,165.498,175.127,168.403,165.416,173.19299999999998,183.435,186.486,181.025,171.1796,172.7787,176.6315,182.9575,185.4084,193.7978,208.4795,215.0665,213.1243,202.3902,213.0652,217.4547,217.987,215.6306,220.1074,237.0501,226.6539,229.9562,263.2714,262.6864,263.4519,248.3921,273.6175,268.7571,271.1354
Vanuatu,VUT,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,16.55,17.162,17.491,17.523,18.997,19.122,19.512,20.442999999999998,21.19,21.178,22.474,21.669,20.38,21.101,21.962,23.26,25.375999999999998,26.768,28.372,28.825,28.886999999999997,29.059,29.309,29.565,29.979,0.4473,0.4605,0.4785,0.5031,0.5091,0.5157,0.5377,0.5413,0.5414,0.5455,0.5271,0.5134,0.5149,0.5298,0.5152,0.5235,0.5222,0.6433,0.6463,0.646,0.6592,0.6856,0.675,0.6735,0.7291
Samoa,WSM,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,23.689,23.753,24.026999999999997,25.355,25.003,27.013,29.291,29.83,30.69,31.673000000000002,34.454,37.451,39.468,41.761,44.591,47.588,49.676,53.887,55.121,52.5,52.967,56.733999999999995,57.558,56.945,58.372,0.3325,0.3367,0.3367,0.3405,0.347,0.3477,0.356,0.3606,0.3671,0.3783,0.4021,0.4218,0.4005,0.4111,0.4107,0.4228,0.4278,0.4365,0.4453,0.4539,0.4548,0.4707,0.4683,0.4696,0.4709
"Yemen, Rep.",YEM,1.17,1.23,1.3,1.36,1.43,1.49,1.55,1.6,1.65,1.69,1.74,1.79,1.84,1.9,1.95,2.01,2.07,2.13,2.19,2.25,2.32,2.38,2.45,2.51,2.58,22.23,23.253,24.439,24.721999999999998,25.695999999999998,26.578000000000003,27.301,28.299,29.461,30.151999999999997,31.814,32.789,33.632,34.527,35.818000000000005,37.899,39.154,40.387,41.486000000000004,42.214,44.727,38.763000000000005,39.352,40.849000000000004,40.455,11.9895,13.632,14.4009,13.4986,13.8671,15.3971,15.7961,16.9014,18.0484,19.6519,20.5639,22.1001,22.2551,25.1134,26.3251,27.3677,27.6233,29.2998,30.9142,34.732,33.2571,29.4039,28.7025,35.6522,34.0082
South Africa,ZAF,3.68,3.77,3.87,3.96,4.06,4.14,4.22,4.3,4.37,4.43,4.5,4.56,4.62,4.67,4.73,4.79,4.85,4.91,4.98,5.05,5.12,5.2,5.28,5.37,5.45,64.245,64.141,62.617,63.318000000000005,65.209,67.196,70.008,71.798,71.809,73.49,77.193,79.943,83.154,86.13600000000001,91.36399999999999,97.962,105.243,112.40299999999999,116.678,114.16,117.28200000000001,121.792,124.882,128.157,130.905,307.2053,302.9487,299.7879,308.1646,314.0302,326.9245,338.4412,354.4037,363.2446,345.5729,352.4945,389.31,401.8235,422.6017,450.8811,450.607,452.3843,471.9805,505.4988,482.0729,489.8552,478.8517,493.0983,510.2231,524.895
Zambia,ZMB,0.8,0.82,0.85,0.87,0.89,0.91,0.93,0.96,0.99,1.01,1.04,1.07,1.1,1.13,1.16,1.19,1.22,1.25,1.28,1.32,1.36,1.4,1.45,1.49,1.54,15.179,15.288,14.993,16.003,14.575999999999999,14.931,15.73,16.165,15.84,16.361,16.92,17.74,18.352,19.485,20.872,22.485,24.345,26.373,28.197,30.17,32.698,34.19,36.348,37.656,38.935,41.5585,41.4408,41.1258,40.2397,39.1144,38.3807,37.0443,37.3849,38.5659,36.4704,35.3614,37.8933,36.9474,39.5005,41.2642,43.0962,41.2843,42.0176,43.2786,43.1116,45.7985,45.7977,48.5919,50.4074,51.201
Zimbabwe,ZWE,1.04,1.07,1.09,1.11,1.13,1.14,1.15,1.17,1.17,1.18,1.19,1.19,1.2,1.2,1.2,1.21,1.22,1.23,1.24,1.25,1.27,1.29,1.31,1.34,1.36,18.297,19.497,17.778,18.072,19.86,20.044,22.271,23.038,23.778000000000002,23.771,23.443,24.215,22.354,18.855,18.180999999999997,17.594,17.385,17.059,14.175,15.812000000000001,18.886,21.680999999999997,25.345,25.84,26.486,33.051,33.465,34.1675,30.8451,30.0476,29.6123,30.9024,29.7537,30.6996,32.8545,30.1376,30.7063,27.2482,24.7989,24.98,25.0169,24.5678,24.7769,23.2327,23.2524,25.4643,27.6055,27.3979,27.3977,27.7244
